景区名称,级别,地区,热度,简介,价格,月销量,城市,图片
山海长安骏途元宇宙灯会,无,[陕西·西安·雁塔区],0.0,山海长安骏途元宇宙灯会坚持传统文化的创新表达——取《山海经》中“禹定九州”的吉祥寓意，结合元宇宙区块链科技手段和丰富体验,49,80,西安,https://imgs.qunarzz.com/sight/p0/2302/d9/d905c873cf556ff4a3.water.jpg_280x200_e8f1465d.jpg
俯仰景和博物馆,无,[陕西·西安·灞桥区],0.0,"展览主题

A馆：

景和之度、时空归一 生万物、宇宙之眼、上帝之手、俯仰宇宙意识及生命精神、一劫与刹那（“一劫”是古代",58,61,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
西安汤泉壹号,无,[陕西·西安],0.0,汤泉壹号位于西郊枣园东路二百米处，装修面积达5000余平方米，其中包括的项目有洗浴、汗蒸、足疗、松骨、餐饮、星空儿童游乐,62,95,西安,https://imgs.qunarzz.com/sight/p0/2212/89/89632f4556f03beea3.img.jpg_280x200_e62142ee.jpg
西安魔镜悬浮玻璃剧场,无,[陕西·西安·莲湖区],0.0,奇喵美术馆用猫的灵动表达世界名画的内涵，将画中人物替换成猫的形象，让整个画面获得一种有趣的新身份。无论古典文化还是现代艺,69.9,65,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
玩笑喜剧.悦荟剧场,无,[陕西·西安·新城区],0.0,,88,78,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
哈库那珍奇动物城,无,[陕西·西安·雁塔区],0.0,,88,33,西安,https://imgs.qunarzz.com/sight/p0/2106/2f/2f9d274926929d67a3.img.jpg_280x200_bca2c3d8.jpg
西安运动超级乐园,无,[陕西·西安·碑林区],0.0,网红打卡必去之处,99,81,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
老友喜剧脱口秀,无,[陕西·西安·碑林区],0.0,"良言一句三冬暖，老友一聚无心烦。

老友们经常会在一起喝酒吃饭聊天，在一次又一次的相聚中把生活中的苦难与烦恼变成了无数的",99,32,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
秦岭鹰嘴峰滑翔伞基地,无,[陕西·西安·周至县],0.0,新奇体验，给平凡的生活添点乐趣,100,32,西安,https://imgs.qunarzz.com/sight/p0/1903/16/16ab35f113b4afe5a3.img.jpg_280x200_9a216b8a.jpg
楼观滑翔伞训练基地,无,[陕西·西安·周至县],0.0,,800,76,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
秦岭涝峪口飞行基地,无,[陕西·西安·户县],0.0,西安秦岭涝峪口飞行基地位于风景优美、动力气流和热力气流极佳的涝峪口，飞行场地周边没有任何影响飞行的障碍物。飞行体验是由教,760,36,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
风之翼滑翔运动俱乐部,无,[陕西·西安],0.0,,100,74,西安,https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/0105q120009heerx8DD47.jpg_280x200_77d9b7ea.jpg
风之翼秦岭鹰嘴峰滑翔基地,无,[陕西·西安·周至县],0.0,,100,39,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
灞业温泉,无,[陕西·西安·灞桥区],0.0,独有温泉井深入地下3000米，占地1万+㎡，5星标准打造集餐饮、汤院、康养、休闲、儿童娱乐为一体。重要的是，就在家门口，,128,67,西安,https://imgs.qunarzz.com/sight/p0/2002/98/9889958a2bd85632a3.img.jpg_280x200_dc95c493.jpg
西安淳甄微度假水疗,无,[陕西·西安],0.0,淳甄酒店位于西安曲江度假区，占地 6000 平方米，空间简约、风格时尚，是一家集“洗浴、汗蒸、餐饮、影院式休息厅、酒吧、,199,44,西安,https://imgs.qunarzz.com/sight/p0/2211/de/defb5e9f409c2a4aa3.img.jpg_280x200_52ae56be.jpg
长安公园,无,[陕西·西安],0.0,,278,82,西安,https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/0105o120009czgjei031A.jpg_280x200_3f2e9973.jpg
西安梦潜潜水俱乐部,无,[陕西·西安·莲湖区],0.0,,298,39,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
环游曲江直升机飞行体验,无,[陕西·西安·雁塔区],0.0,环游曲江直升机飞行体验是由西部机场集团旗下西部通用机场有限公司联合西安东进旭网络科技有限公司创立的低空飞行体验项目，20,598,84,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
西安世博园,4A景区,[陕西·西安·灞桥区],0.0,领略世界各地的园林艺术,0,0,西安,https://imgs.qunarzz.com/sight/p0/201405/30/47dd9df2929e453a018d611fb565078c.jpg_280x200_e912d256.jpg
清水湾·乐汤汇,无,[陕西·西安·未央区],0.0,享受高品质温泉泡汤与纯正健康水疗,0,0,西安,https://imgs.qunarzz.com/sight/p0/1612/83/834bca43a8bc1d42a3.water.jpg_280x200_c19697d2.jpg
朱雀国家森林公园,4A景区,[陕西·西安·户县],0.7,山中森林茂密风景秀丽,0,0,西安,https://imgs.qunarzz.com/sight/p0/1505/9e/9ec3e94d8ef53c4b.water.jpg_280x200_b39a4af1.jpg
沙河湿地公园,4A景区,[陕西·西安],0.0,有关中民俗的水景湿地,0,0,西安,https://imgs.qunarzz.com/sight/p0/1608/db/dbc1a076c653d0baa3.water.jpg_280x200_fa630d7f.jpg
黑河国家森林公园,4A景区,[陕西·西安],0.0,遍布瀑布泉水的原始森林,0,0,西安,https://imgs.qunarzz.com/sight/p0/1807/2d/2d7a02e81c797c44a3.img.jpg_280x200_5efc832a.jpg
渭水汤苑温泉,无,[陕西·西安·未央区],0.0,温泉养生慢生活减压体验中心,0,0,西安,https://imgs.qunarzz.com/sight/p0/1804/19/19b191f09ac3efdba3.img.jpg_280x200_ad6261c9.jpg
黑河森林公园,4A景区,[陕西·西安·临潼区],0.7,遍布瀑布泉水的原始森林,0,0,西安,https://imgs.qunarzz.com/sight/p0/201303/08/d029d6475958462fc8d65eac.jpg_280x200_d48cff00.jpg
延生观,无,[陕西·西安·终南山古楼观],0.0,弘扬道家博大精深的养生文化,0,0,西安,https://imgs.qunarzz.com/sight/p0/1702/61/615bb3bd8bbd7d80a3.img.png_280x200_9603bea0.png
沣东农博园,4A景区,[陕西·西安·长安区],0.0,在家门口就能欣赏到胜似江南的一片金黄,0,0,西安,https://imgs.qunarzz.com/sight/p0/1809/a7/a73afa0e1a1c42afa3.img.jpg_280x200_dc3f7194.jpg
轻风水魔方,无,[陕西·西安·新城区],0.0,多元化亲水魔方，综合性休闲娱乐场所,0,0,西安,https://imgs.qunarzz.com/sight/p0/2009/2b/2b5105ef907e8694a3.img.jpg_280x200_3cd44d0d.jpg
西安华清盛汤,无,[陕西·西安·碑林区],0.0,综合型养生汤泉沐浴型酒店,0,0,西安,https://imgs.qunarzz.com/sight/p0/1805/86/86ac2bb123ab15afa3.img.jpg_280x200_447e57dd.jpg
蓝田伏羲岭滑雪场,无,[陕西·西安·蓝田县],0.0,簸箕掌风景区伏羲岭滑雪场,0,0,西安,https://imgs.qunarzz.com/sight/p0/1812/3d/3d3bf3b162d21b30a3.img.jpg_280x200_dc42d517.jpg
西安水娱温泉洗浴中心,无,[陕西·西安·雁塔区],0.0,水娱温泉洗浴中心位于雁塔区雁南一路大唐不夜城西侧海港城9街G馆，是一家大型特色温泉洗浴中心。水娱温泉在传统浴场设施基础上,0,0,西安,https://imgs.qunarzz.com/sight/p0/2011/92/92947cb1e3c81dbfa3.img.jpg_280x200_7b28be3a.jpg
楼观道温泉,无,[陕西·西安·终南山古楼观],0.0,体验户外竹林SPA项目,0,0,西安,https://imgs.qunarzz.com/sight/p0/1505/a0/a062762bd6d1f984.water.jpg_280x200_12f429c7.jpg
华南城欢乐水世界,无,[陕西·西安·灞桥区],0.0,游玩项目一应俱全,0,0,西安,https://imgs.qunarzz.com/sight/p0/1803/7e/7efbf15e7b3c9002a3.water.jpg_280x200_598e9944.jpg
白鹿原影视城滑雪场,无,[陕西·西安·白鹿原影视城],0.0,拥有戏雪器具数百件,0,0,西安,https://imgs.qunarzz.com/sight/p0/1712/70/706c7a483cf8d553a3.img.jpg_280x200_5c77c9d8.jpg
八路军驻西安办事处,3A景区,[陕西·西安·新城区],0.7,全国重点文物保护单位,0,0,西安,https://imgs.qunarzz.com/sight/p0/201312/10/53334fb2a0c2fa7d4687ed270026c62d.jpg_280x200_76ceb707.jpg
西安植物园（曲江园区）,无,[陕西·西安·雁塔区],0.7,植物种类众多，有日本庭园,0,0,西安,https://imgs.qunarzz.com/sight/p32/201211/04/2c81a110fdbd36b793835fbb.jpg_280x200_f631d096.jpg
玉山蓝河风景区,无,[陕西·西安·蓝田县],0.0,有两处遗址，可观云海景色,0,0,西安,https://imgs.qunarzz.com/sight/p0/1610/87/87e59747b33c6771a3.img.jpg_280x200_59dbd1af.jpg
西安杜公祠,无,[陕西·西安·长安区],0.7,祠内花草茂盛，环境幽雅,0,0,西安,https://imgs.qunarzz.com/sight/p0/1506/cf/3e33645bed4d023de42f186e89355715.water.jpg_280x200_73d58227.jpg
阿姑泉牡丹苑,无,[陕西·西安·户县],0.7,三口千年不涸的泉,0,0,西安,https://imgs.qunarzz.com/sight/p0/201301/11/d0aea6a3c7035de993835fbb.jpg_280x200_615a917e.jpg
大兴汤院遗址,无,[陕西·西安·蓝田县],0.0,通灵历史与当下荣耀，玄想曲水流觞的情怀,0,0,西安,https://imgs.qunarzz.com/sight/p0/201309/22/7ceebcf3aabc9b5ac8d65eac.jpg_280x200_6801284c.jpg
Double One蹦床主题公园（沣西吾悦店）,无,[陕西·西安],0.0,Double One蹦床主题公园，设有超级蹦床区、专业攀岩区、Slamball（斯篮搏）区、人体过山车区、滑雪道、儿童体,0,0,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
青龙寺,无,[陕西·西安·雁塔区],0.72,日本佛教真言宗的祖庭,0,0,西安,https://imgs.qunarzz.com/sight/p13/201211/04/b845623469e0149a93835fbb.jpg_280x200_e06e452f.jpg
西安竹林畔滑雪场,无,[陕西·西安·蓝田县],0.0,游览千亩原生竹林,0,0,西安,https://imgs.qunarzz.com/sight/p0/1512/bf/bf76078dfc9192df90.img.jpg_280x200_55d74c72.jpg
白鹿仓·奇幻世界,无,[陕西·西安·灞桥区],0.0,,0,0,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
河北省科技馆,无,[陕西·西安·长安区],0.0,,0,0,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
大明宫考古探索中心,无,[陕西·西安·未央区],0.0,体验考古探索的乐趣,0,0,西安,https://imgs.qunarzz.com/sight/p0/2108/1d/1de33c34cc1c4af4a3.img.jpg_280x200_cc91cc3d.jpg
兴庆宫·动物园,无,[陕西·西安·兴庆宫公园],0.0,珍稀动物,0,0,西安,https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/0106o120008iakqti7057.jpg_280x200_d63b8c5b.jpg
马戏王国大剧院,无,[陕西·西安],0.0,,0,0,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
无聊动物·减压展,无,[陕西·西安·新城区],0.0,无聊动物减压展西安站，是西北首家减压式互动展览，带着对西安炽热的情感，以及对当代年轻人的生活状态的理解，我们以减压为主题,0,0,西安,https://imgs.qunarzz.com/sight/p0/1910/6f/6f12b7f8ee2ba984a3.img.jpg_280x200_b46e3b88.jpg
浪漫海室内水上世界,无,[陕西·西安·莲湖区],0.0,,0,0,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
白鹿仓主题乐园,无,[陕西·西安·灞桥区],0.0,"园内配置全套游乐设备
从浪漫的摩天轮到刺激的大摆锤
从童趣满满的手摇船
到精彩分成的儿童乐园",0,0,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
百邻庄园,无,[陕西·西安·长安区],0.0,"集观景与游乐为一体的亲子乐园
在这里
每个人都可以和大自然做朋友
不管您是想单纯的感受
万物复苏的生机勃勃",0,0,西安,https://imgs.qunarzz.com/sight/p0/2004/ab/ab9b4d063db97bf8a3.img.png_280x200_5ccf86a7.png
猛玛亲子乐园,无,[陕西·西安·周至县],0.0,,0,0,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
含光门遗址博物馆,无,[陕西·西安·莲湖区],0.0,馆内有唐代长安城城墙遗址,0,0,西安,https://imgs.qunarzz.com/sight/p0/2204/ae/ae884c5a1db30e52a3.water.jpg_280x200_87a54db9.jpg
高陵场畔农耕园,无,[陕西·西安·高陵区],0.0,观农业用具，感受农耕文化,0,0,西安,https://imgs.qunarzz.com/sight/p0/1605/9e/9e1f469e4aa8df5190.img.jpg_280x200_05e127c9.jpg
西安梦幻星空抖乐园,无,[陕西·西安·碑林区],0.0,有5D场景的拍照圣地,0,0,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
西安梦幻星空艺术失恋博物馆,无,[陕西·西安·碑林区],0.0,西安梦幻星空艺术失恋博物馆位于骡马市步行街兴正元广场负二层，顾名思义，失恋博物馆内展出的都是与“爱情”相关的内容，无论是,0,0,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
兵马俑《秦俑情》,无,[陕西·西安·临潼区],0.0,穿越千年了解秦始皇的世界,0,0,西安,https://imgs.qunarzz.com/sight/p0/1809/85/85ef76e4f546c014a3.img.jpg_280x200_c50c9d72.jpg
《秦始皇和他的地下王国》电影,无,[陕西·西安·临潼区],0.0,3D巨幕电影《秦始皇和他的地下王国》使用SONY F65数字摄影机双机拍摄的8K质量的3D影视纪录片。兵马俑作为“世界第,0,0,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
奇思妙想减压馆,无,[陕西·西安·碑林区],0.0,休闲娱乐好去处,0,0,西安,https://imgs.qunarzz.com/sight/p0/2005/7c/7ce72e950ec50d28a3.img.jpg_280x200_fcdcce71.jpg
西安失恋博物馆（旗舰店）,无,[陕西·西安·碑林区],0.0,展出有百余件 失恋遗物,0,0,西安,https://imgs.qunarzz.com/sight/p0/2005/cc/cc63f3afe7ce912fa3.img.jpg_280x200_9b09fd1f.jpg
西安失恋博物馆,无,[陕西·西安·雁塔区],0.0,看百余件“失恋遗物”,0,0,西安,https://imgs.qunarzz.com/sight/p0/1903/f4/f458a2c1e2e35edba3.img.jpg_280x200_b4e072b6.jpg
天都农业体验园,无,[陕西·西安],0.0,天都农业体验园是由西安太乙天都农业观光有限公司打造的生态农业旅游研学基地。将成为西安近郊以植物科普研学、儿童无动力乐园、,0,0,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
长乐公园游乐场,无,[陕西·西安·碑林区],0.0,双人飞天、鲨鱼岛、碰碰车，嗨起来,0,0,西安,https://imgs.qunarzz.com/sight/p0/1802/ac/ac54ab673e0abc45a3.img.jpg_280x200_3b2ce3b0.jpg
白鹿仓航空飞行营地,无,[陕西·西安·灞桥区],0.0,,0,0,西安,https://imgs.qunarzz.com/sight/p0/2106/93/93152b40a465b33fa3.img.jpg_280x200_76f5d0fa.jpg
曲江儿童小剧场,无,[陕西·西安·雁塔区],0.0,帮助儿童健康成长的娱乐园,0,0,西安,https://imgs.qunarzz.com/sight/p0/1412/9a/a5acd3c984088e59be6538ba2eea7e7a.water.jpg_280x200_4b429823.jpg
Double One蹦床主题公园（太奥广场店）,无,[陕西·西安·莲湖区],0.0,9大蹦床主题区域，30余种蹦床体验项目,0,0,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
悦·蚂蜂窝亲子拓展乐园,无,[陕西·西安·莲湖区],0.0,,0,0,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
未央湖温泉,无,[陕西·西安·未央湖游乐园],0.0,富含微量元素及矿物质,0,0,西安,https://imgs.qunarzz.com/sight/p0/1604/ad/adc3cdc8a600a03290.img.jpg_280x200_d6c5f03b.jpg
蓝田流峪飞峡,无,[陕西·西安·蓝田县],0.0,石化、原野、瀑布艺术风格,0,0,西安,https://imgs.qunarzz.com/sight/p0/201403/10/749d4c755a1385f7e88289a2b3b5ffdc.jpg_280x200_6ff8331e.jpg
SAFARI秘境方舟·沉浸式动物展,无,[陕西·西安·雁塔区],0.0,SAFARI秘境方舟·沉浸式动物展，一个打卡拍照遛娃的好地方。全方位体验自然生态，零距离接触神奇动物。,0,0,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
王顺山,4A景区,[陕西·西安·蓝田县],0.7,因王顺担土葬母而得名,0,0,西安,https://imgs.qunarzz.com/sight/p0/201403/03/d37069fe7122f6160cb779c86faefc2c.jpg_280x200_e15d9f79.jpg
Double One蹦床主题公园（汉神购物广场店）,无,[陕西·西安·雁塔区],0.0,Double One蹦床主题公园占地约3000平方米，场馆层高约8米，场馆共分为自由蹦床区、专业蹦床区、Slamball,0,0,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
太奥奥佳真冰场,无,[陕西·西安·莲湖区],0.0,大人宝宝都可以玩的滑冰,0,0,西安,https://imgs.qunarzz.com/sight/p0/1805/22/2242f7e2521d0bfea3.water.jpg_280x200_ec305d6d.jpg
楼观台国家森林公园,无,[陕西·西安·周至县],0.7,老子写《道德经》的地方,0,0,西安,https://imgs.qunarzz.com/sight/p0/1506/89/89ea76f6598da31a.water.jpg_280x200_a512ae91.jpg
Xports轻极限运动港,无,[陕西·西安·莲湖区],0.0,XPORTS轻极限运动港集休闲娱乐、运动拓展、高空挑战为一体的多合一游乐港湾，Xports采用 顶 级 游乐项目设计师的,0,0,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
盛清汤泉,无,[陕西·西安],0.0,华清盛汤汤泉酒店，依托于西安华青会企业管理有限公司陕西会客厅，总投资六千多万人民币，历时八个月时间精心打造的陕西省首家以,0,0,西安,https://imgs.qunarzz.com/sight/p0/2007/c9/c9d04633388c3370a3.img.jpg_280x200_601132ad.jpg
华夏文旅水世界,无,[陕西·西安·华夏文旅西安度假区],0.0,可欣赏独特的水上巡游表演,0,0,西安,https://imgs.qunarzz.com/sight/p0/1807/79/79f3dc66ae73efda3.water.jpg_280x200_cfc7d89c.jpg
《玩笑喜剧脱口秀》,无,[陕西·西安·碑林区],0.0,脱口秀又叫“单口喜剧” 即stand-up comedy的中文译名，它是一种很原始的喜剧艺术形式，被誉为喜剧的母艺术。大,0,0,西安,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
